Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Age,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Kidhome,Teenhome,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,K_cluster,AcceptedCmpTotal,TotalMntprod
51381.000000000015,11.0,5.0,5.0,6.000000000000001,0.0,2.0000000000000004,1.0,31.0,1.0,1.0,0.0,2.0000000000000004,6.999999999999998,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,19.0
7500.0000000000055,58.999999999999986,6.000000000000001,16.0,10.999999999999995,11.0,1.0,16.0,37.99999999999999,1.0,2.0000000000000004,0.0,3.0,8.000000000000002,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,60.99999999999999
63033.00000000006,82.00000000000003,194.0,61.00000000000001,479.99999999999994,143.99999999999997,100.00000000000003,30.0,55.00000000000002,1.0,3.0,3.999999999999999,8.000000000000002,2.0000000000000004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1009.0
59354.00000000004,53.00000000000001,233.00000000000006,2.0000000000000004,53.00000000000001,3.0,5.0,14.0,61.99999999999999,3.0,5.999999999999999,1.0,5.0,5.999999999999999,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,310.00000000000006
17323.000000000007,37.99999999999999,3.000000000000001,14.0,16.999999999999996,5.999999999999999,1.0,5.0,26.999999999999996,1.0,1.0,0.0,3.0,8.000000000000002,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,46.0
82799.99999999996,23.000000000000004,1006.0000000000003,22.0,114.99999999999999,58.999999999999986,68.00000000000001,45.0,68.00000000000001,1.0,6.999999999999998,5.999999999999999,12.0,3.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,2,1315.0000000000005
41850.000000000015,51.00000000000001,53.00000000000001,5.0,18.999999999999996,2.0000000000000004,12.999999999999996,3.999999999999999,33.99999999999999,3.0,3.0,0.0,3.0,8.000000000000002,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,96.0
37760.00000000001,20.0,84.00000000000001,5.0,37.99999999999999,143.99999999999997,12.0,28.000000000000004,68.00000000000001,2.0000000000000004,3.999999999999999,1.0,5.999999999999999,6.999999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,311.0
76995.00000000003,91.00000000000001,1011.9999999999999,80.00000000000003,498.00000000000006,0.0,16.0,150.0,64.99999999999997,2.0000000000000004,11.0,3.999999999999999,9.000000000000002,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1756.0
33812.000000000015,86.0,4.000000000000001,16.999999999999996,18.999999999999996,30.0,23.999999999999996,39.0,29.000000000000004,2.0000000000000004,2.0000000000000004,1.0,3.0,5.999999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,133.0
37039.999999999985,41.00000000000001,86.0,2.0000000000000004,73.00000000000003,69.00000000000003,37.99999999999999,47.99999999999999,32.0,1.0,3.999999999999999,2.0000000000000004,5.0,8.000000000000002,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,316.00000000000006
2447.0000000000005,42.0,0.9999999999999993,1.0,658.0,0.9999999999999998,1.0,1.0,35.0,14.999999999999998,0.0,27.99999999999999,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,663.0
58607.00000000004,62.99999999999998,867.0000000000003,0.0,86.0,0.0,0.0,18.999999999999996,64.99999999999997,3.0,2.0000000000000004,3.0,9.000000000000002,8.000000000000002,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,972.0000000000003
65323.999999999985,0.0,384.00000000000017,0.0,102.00000000000001,21.000000000000004,32.0,5.0,60.00000000000001,3.0,5.999999999999999,2.0000000000000004,9.000000000000002,3.999999999999999,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,544.0000000000002
40688.99999999998,69.00000000000003,270.00000000000006,3.000000000000001,26.999999999999996,39.0,5.999999999999999,99.00000000000004,62.99999999999998,6.999999999999998,6.999999999999998,1.0,5.0,8.000000000000002,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,444.0000000000001
18589.000000000007,89.0,6.000000000000001,3.999999999999999,25.000000000000004,14.999999999999998,12.0,12.999999999999996,45.0,2.0000000000000004,2.0000000000000004,1.0,3.0,6.999999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,75.0
53359.00000000001,3.9999999999999982,173.0,3.999999999999999,30.0,3.0,5.999999999999999,41.00000000000001,37.99999999999999,3.999999999999999,5.0,1.0,3.999999999999999,6.999999999999998,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,257.0
51381.000000000015,18.999999999999996,5.0,1.0,3.000000000000001,3.0,100.00000000000003,150.0,28.000000000000004,0.0,26.999999999999996,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,262.0
38360.00000000001,26.0,35.99999999999999,2.0000000000000004,42.0,20.0,21.000000000000004,10.000000000000002,25.000000000000004,2.0000000000000004,2.0000000000000004,1.0,3.999999999999999,3.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,131.0
84618.00000000007,96.0,684.0000000000002,97.00000000000004,658.0,21.000000000000004,65.99999999999997,0.0,48.99999999999999,1.0,5.999999999999999,9.000000000000002,10.000000000000002,2.0000000000000004,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1526.0000000000002
10978.999999999993,33.99999999999999,8.000000000000002,3.999999999999999,10.000000000000002,2.0000000000000004,2.0000000000000004,3.999999999999999,25.000000000000004,2.0000000000000004,3.0,0.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30.0
38620.00000000001,56.00000000000001,112.00000000000003,16.999999999999996,43.99999999999999,33.99999999999999,22.0,89.0,51.00000000000001,1.0,2.0000000000000004,5.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,318.0
40548.00000000002,31.0,109.99999999999997,0.0,5.0,2.0000000000000004,0.0,3.0,43.99999999999999,2.0000000000000004,2.0000000000000004,1.0,3.999999999999999,5.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,119.99999999999997
46610.000000000015,8.000000000000002,96.0,12.0,96.0,33.00000000000001,22.0,42.99999999999999,61.99999999999999,5.999999999999999,3.999999999999999,1.0,5.999999999999999,5.999999999999999,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,302.0
68657.00000000004,3.9999999999999982,481.9999999999998,33.99999999999999,470.99999999999983,118.99999999999997,68.00000000000001,22.0,68.00000000000001,1.0,3.0,5.0,9.000000000000002,6.999999999999998,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1195.9999999999995
49389.00000000003,55.00000000000002,40.00000000000001,0.0,18.999999999999996,2.0000000000000004,1.0,3.0,62.99999999999998,1.0,2.0000000000000004,0.0,3.0,6.999999999999998,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,65.0
67352.99999999997,36.99999999999999,702.0000000000001,16.999999999999996,151.0,0.0,8.000000000000002,35.0,43.99999999999999,5.0,5.0,5.999999999999999,12.0,2.0000000000000004,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,913.0000000000001
23717.99999999999,76.00000000000001,6.000000000000001,3.000000000000001,14.0,14.999999999999998,6.999999999999998,35.99999999999999,37.99999999999999,3.0,3.0,1.0,2.0000000000000004,6.999999999999998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,81.0
42428.99999999996,99.00000000000004,55.00000000000002,0.0,6.000000000000001,2.0000000000000004,0.0,3.999999999999999,41.00000000000001,2.0000000000000004,1.0,1.0,3.0,5.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,67.00000000000001
48948.00000000004,53.00000000000001,437.0000000000001,8.000000000000002,205.99999999999994,143.99999999999997,48.99999999999999,42.0,71.0,2.0000000000000004,6.999999999999998,10.000000000000002,5.0,5.999999999999999,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,886.0
80011.00000000003,2.999999999999999,421.0000000000001,76.00000000000001,536.0000000000001,82.00000000000003,100.00000000000003,102.00000000000001,33.99999999999999,2.0000000000000004,8.000000000000002,5.999999999999999,5.0,3.999999999999999,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1317.0000000000002
20559.000000000015,87.99999999999999,12.999999999999996,1.0,29.000000000000004,3.0,0.0,6.999999999999998,29.000000000000004,2.0000000000000004,2.0000000000000004,0.0,3.0,8.000000000000002,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,53.0
21994.000000000004,3.9999999999999982,9.000000000000002,0.0,6.000000000000001,3.0,1.0,3.0,56.999999999999986,1.0,0.0,0.0,3.0,5.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,22.000000000000004
51381.000000000015,80.00000000000003,81.00000000000001,11.0,50.0,3.0,2.0000000000000004,39.0,55.00000000000002,1.0,1.0,3.0,3.999999999999999,2.0000000000000004,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,186.0
7500.0000000000055,18.999999999999996,3.000000000000001,1.0,10.000000000000002,3.0,2.0000000000000004,12.0,39.0,3.0,2.0000000000000004,0.0,3.0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,31.000000000000004
79940.99999999999,71.99999999999999,123.00000000000003,97.00000000000004,266.00000000000006,143.99999999999997,30.0,150.0,37.99999999999999,1.0,2.0000000000000004,3.999999999999999,9.000000000000002,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,810.0000000000001
7500.0000000000055,23.999999999999996,3.000000000000001,17.999999999999996,14.0,14.999999999999998,22.0,50.0,17.999999999999996,3.0,3.0,1.0,3.0,9.000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,122.0
41727.99999999996,92.00000000000003,12.999999999999996,5.999999999999999,14.999999999999998,3.0,5.0,12.999999999999996,45.99999999999999,1.0,2.0000000000000004,0.0,2.0000000000000004,10.000000000000002,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,54.999999999999986
51381.000000000015,96.0,47.99999999999999,5.0,47.99999999999999,5.999999999999999,10.000000000000002,6.999999999999998,62.99999999999998,3.0,2.0000000000000004,1.0,3.999999999999999,5.999999999999999,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,123.99999999999999
72549.99999999996,39.0,825.9999999999999,50.00000000000002,317.0,50.0,37.99999999999999,37.99999999999999,60.00000000000001,9.000000000000002,5.0,2.0000000000000004,12.0,8.000000000000002,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1319.0
65486.00000000005,29.000000000000004,244.99999999999991,18.999999999999996,125.0,36.99999999999999,67.00000000000001,14.0,56.999999999999986,1.0,3.999999999999999,2.0000000000000004,10.000000000000002,2.0000000000000004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,506.9999999999999
79143.0,1.9999999999999996,649.9999999999998,36.99999999999999,658.0,26.999999999999996,100.00000000000003,32.0,50.0,1.0,5.999999999999999,9.000000000000002,12.999999999999996,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1503.9999999999998
35790.00000000001,54.000000000000014,12.0,5.999999999999999,20.0,30.0,1.0,3.0,36.99999999999999,2.0000000000000004,2.0000000000000004,0.0,3.0,6.999999999999998,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,72.0
82582.00000000004,54.000000000000014,510.0,97.00000000000004,550.0000000000002,143.99999999999997,40.00000000000001,150.0,36.99999999999999,1.0,3.999999999999999,9.000000000000002,6.999999999999998,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,1491.0000000000002
66373.00000000006,56.999999999999986,328.0,9.000000000000002,124.00000000000004,12.0,23.999999999999996,109.00000000000004,35.99999999999999,6.999999999999998,3.999999999999999,2.0000000000000004,10.000000000000002,3.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,606.0000000000001
82383.99999999997,55.00000000000002,984.0000000000001,51.00000000000001,431.99999999999994,143.99999999999997,100.00000000000003,150.0,58.999999999999986,1.0,3.0,10.000000000000002,12.999999999999996,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,1861.0000000000002
70287.00000000003,30.0,294.99999999999994,35.0,481.9999999999998,121.00000000000003,100.00000000000003,40.00000000000001,47.99999999999999,1.0,5.0,5.0,10.000000000000002,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1072.9999999999998
27937.999999999993,31.0,12.999999999999996,0.0,8.000000000000002,2.0000000000000004,1.0,5.0,26.0,1.0,1.0,0.0,3.999999999999999,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,29.0
51381.000000000015,56.999999999999986,11.0,3.000000000000001,22.0,2.0000000000000004,2.0000000000000004,5.999999999999999,32.0,2.0000000000000004,2.0000000000000004,0.0,3.0,5.999999999999999,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,46.0
55953.999999999985,62.99999999999998,446.9999999999999,0.0,28.000000000000004,0.0,0.0,42.99999999999999,45.99999999999999,3.0,8.000000000000002,2.0000000000000004,5.999999999999999,6.999999999999998,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,517.9999999999999
75777.0,12.0,712.0,26.0,538.0000000000002,69.00000000000003,12.999999999999996,80.00000000000003,32.0,1.0,3.0,5.999999999999999,11.0,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,2,1438.0000000000002
66653.00000000006,17.999999999999996,452.0000000000001,17.999999999999996,102.00000000000001,16.0,17.999999999999996,5.999999999999999,39.0,3.999999999999999,3.999999999999999,2.0000000000000004,12.0,3.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,612.0000000000001
61823.00000000001,26.0,522.9999999999999,6.999999999999998,134.00000000000003,36.99999999999999,14.0,150.0,61.99999999999999,3.999999999999999,8.000000000000002,2.0000000000000004,10.000000000000002,6.999999999999998,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,864.9999999999999
67679.99999999999,8.000000000000002,546.0,0.0,47.99999999999999,0.0,5.999999999999999,5.999999999999999,62.99999999999998,1.0,6.999999999999998,3.0,8.000000000000002,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,606.0
70665.99999999997,29.000000000000004,398.0000000000001,40.00000000000001,367.0000000000001,118.99999999999997,100.00000000000003,30.0,65.99999999999997,1.0,6.999999999999998,3.999999999999999,3.999999999999999,3.999999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1054.0000000000002
25720.999999999996,75.0,0.9999999999999993,3.000000000000001,6.000000000000001,3.0,5.999999999999999,14.999999999999998,42.99999999999999,1.0,1.0,1.0,2.0000000000000004,6.999999999999998,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,34.0
32473.999999999985,0.0,10.000000000000002,0.0,1.0,0.0,0.0,0.0,47.00000000000001,1.0,1.0,0.0,2.0000000000000004,6.999999999999998,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,11.000000000000002
88193.99999999993,18.999999999999996,688.0000000000001,14.0,309.00000000000006,143.99999999999997,23.999999999999996,37.99999999999999,35.0,1.0,11.0,10.000000000000002,10.000000000000002,5.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,1217.0000000000002
69096.00000000004,3.9999999999999982,247.00000000000009,49.000000000000014,158.99999999999994,6.999999999999998,82.00000000000003,109.00000000000004,56.00000000000001,1.0,5.0,2.0000000000000004,10.000000000000002,3.999999999999999,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,653.0000000000001
74854.00000000001,89.99999999999997,856.0000000000001,58.999999999999986,487.00000000000017,58.000000000000014,29.000000000000004,73.00000000000003,43.99999999999999,6.999999999999998,2.0000000000000004,5.0,5.0,5.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1562.0000000000002
66991.0,1.0,496.0000000000001,35.99999999999999,460.00000000000006,143.99999999999997,60.00000000000001,12.0,60.00000000000001,3.0,3.999999999999999,8.000000000000002,5.999999999999999,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1208.0000000000002
51381.000000000015,25.000000000000004,25.000000000000004,3.000000000000001,42.99999999999999,16.999999999999996,3.999999999999999,16.999999999999996,41.00000000000001,3.0,3.0,0.0,3.0,8.000000000000002,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,109.0
65031.00000000001,29.000000000000004,257.9999999999999,97.00000000000004,291.0,84.00000000000001,36.99999999999999,86.0,55.00000000000002,3.999999999999999,10.000000000000002,3.0,12.999999999999996,6.999999999999998,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,853.0
60631.00000000003,87.99999999999999,565.0000000000001,5.999999999999999,64.99999999999997,0.0,5.999999999999999,18.999999999999996,39.0,5.0,9.000000000000002,2.0000000000000004,8.000000000000002,6.999999999999998,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,661.0000000000001
28331.999999999978,58.000000000000014,14.0,10.000000000000002,12.999999999999996,3.999999999999999,14.999999999999998,9.000000000000002,61.99999999999999,1.0,2.0000000000000004,1.0,3.999999999999999,2.0000000000000004,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,65.0
40245.99999999997,68.00000000000001,2.000000000000001,1.0,6.000000000000001,2.0000000000000004,1.0,1.0,36.99999999999999,1.0,1.0,0.0,2.0000000000000004,5.999999999999999,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13.000000000000002
75251.00000000006,33.99999999999999,720.9999999999998,97.00000000000004,658.0,97.00000000000004,17.999999999999996,17.999999999999996,42.0,1.0,6.999999999999998,5.999999999999999,5.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1608.9999999999998
75825.00000000001,40.00000000000001,1032.0,97.00000000000004,658.0,137.00000000000006,100.00000000000003,51.00000000000001,37.99999999999999,0.0,5.0,8.000000000000002,9.000000000000002,3.999999999999999,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2075.0
26325.999999999993,12.0,0.9999999999999993,0.0,5.0,0.0,3.0,9.000000000000002,37.99999999999999,1.0,0.0,0.0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,18.0
56046.00000000004,9.000000000000002,577.0000000000001,0.0,63.999999999999986,0.0,0.0,51.00000000000001,48.99999999999999,2.0000000000000004,10.000000000000002,1.0,8.000000000000002,8.000000000000002,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,692.0000000000001
29759.999999999978,87.00000000000003,63.999999999999986,3.999999999999999,68.00000000000001,6.999999999999998,5.0,16.999999999999996,29.000000000000004,3.999999999999999,3.0,1.0,3.999999999999999,8.000000000000002,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,165.0
26304.000000000007,5.0,4.000000000000001,1.0,5.0,2.0000000000000004,0.0,3.999999999999999,45.0,1.0,1.0,0.0,2.0000000000000004,6.999999999999998,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,16.0
23559.000000000004,87.00000000000003,25.000000000000004,5.0,18.999999999999996,6.999999999999998,0.0,23.000000000000004,41.00000000000001,3.0,3.0,0.0,3.0,6.999999999999998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,79.0
81360.99999999999,17.999999999999996,163.00000000000006,23.000000000000004,424.00000000000017,26.999999999999996,64.99999999999997,76.00000000000001,26.999999999999996,1.0,3.0,10.000000000000002,12.999999999999996,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,778.0000000000002
29440.00000000001,94.99999999999999,16.999999999999996,8.000000000000002,14.0,10.000000000000002,3.999999999999999,3.0,54.000000000000014,2.0000000000000004,1.0,0.0,3.999999999999999,6.999999999999998,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,56.0
36138.00000000002,47.99999999999999,129.99999999999994,0.0,16.0,0.0,0.0,5.0,43.99999999999999,5.0,3.0,1.0,3.999999999999999,6.999999999999998,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,150.99999999999994
50388.00000000003,2.999999999999999,292.0000000000001,5.999999999999999,36.99999999999999,0.0,3.0,33.99999999999999,56.999999999999986,3.999999999999999,5.999999999999999,1.0,5.999999999999999,6.999999999999998,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,372.0000000000001
79593.00000000006,70.0,349.9999999999999,60.00000000000001,568.0,109.99999999999997,100.00000000000003,145.0,41.00000000000001,1.0,5.0,5.999999999999999,6.999999999999998,2.0000000000000004,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,1332.9999999999998
54178.00000000003,78.99999999999997,135.00000000000006,9.000000000000002,39.0,3.999999999999999,0.0,6.999999999999998,47.00000000000001,1.0,2.0000000000000004,2.0000000000000004,5.0,2.0000000000000004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,194.00000000000006
51381.000000000015,3.9999999999999982,229.99999999999994,42.0,192.0,48.99999999999999,36.99999999999999,53.00000000000001,56.999999999999986,12.0,6.999999999999998,2.0000000000000004,8.000000000000002,9.000000000000002,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,602.9999999999999
51381.000000000015,45.0,6.999999999999998,0.0,8.000000000000002,2.0000000000000004,0.0,1.0,56.999999999999986,1.0,1.0,0.0,2.0000000000000004,6.999999999999998,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,18.0
51381.000000000015,87.00000000000003,445.00000000000006,36.99999999999999,359.00000000000006,97.99999999999999,28.000000000000004,17.999999999999996,41.00000000000001,1.0,2.0000000000000004,3.999999999999999,8.000000000000002,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,985.0000000000001
42394.0,69.00000000000003,14.999999999999998,2.0000000000000004,10.000000000000002,0.0,1.0,3.999999999999999,42.0,1.0,1.0,0.0,3.0,6.999999999999998,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,32.0
23626.00000000002,84.00000000000001,26.999999999999996,2.0000000000000004,14.0,0.0,0.0,0.0,43.99999999999999,3.0,3.0,1.0,3.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,43.0
30095.999999999978,30.0,5.0,3.000000000000001,10.999999999999995,12.0,5.0,9.000000000000002,31.0,1.0,2.0000000000000004,0.0,3.0,5.999999999999999,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,44.99999999999999
47915.99999999997,71.99999999999999,505.0000000000001,0.0,26.0,0.0,0.0,75.0,54.000000000000014,5.0,6.999999999999998,3.999999999999999,5.999999999999999,5.999999999999999,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,606.0000000000001
51812.99999999999,36.99999999999999,51.00000000000001,2.0000000000000004,6.999999999999998,0.0,1.0,2.000000000000001,42.0,2.0000000000000004,2.0000000000000004,0.0,3.0,6.999999999999998,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,63.00000000000001
78497.00000000006,43.99999999999999,206.99999999999997,26.0,446.9999999999999,75.0,0.0,150.0,62.99999999999998,1.0,5.0,6.999999999999998,12.0,2.0000000000000004,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,904.9999999999999
50150.00000000002,32.0,135.00000000000006,45.99999999999999,92.00000000000003,64.99999999999997,61.00000000000001,11.0,31.0,2.0000000000000004,5.0,2.0000000000000004,6.999999999999998,5.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,410.0000000000001
